x_data	 y_data	  functional value
6.942168	  -0.639203	 0.430729
-3.188088	  -4.530951	 -0.017343
-5.970795	  8.013180	 -0.304172
-1.757125	  5.811581	 0.224212
2.286807	  4.079367	 -0.276806
-9.240136	  -1.832100	 -0.182909
7.275259	  4.022599	 0.064286
3.417107	  4.527230	 0.147011
-1.135529	  -10.760095	 -0.074909
0.600199	  -3.157548	 -0.327091
5.155658	  10.009052	 -0.035902
4.088536	  1.116466	 -0.353063
-5.436967	  -1.577126	 0.035766
-2.864321	  2.832515	 -0.326895
1.358124	  -1.171022	 0.361026
-5.674708	  1.271447	 0.114886
2.650502	  -4.033771	 -0.144393
1.855845	  13.118045	 0.238751
5.183431	  -4.786081	 0.200880
3.449578	  -1.465061	 -0.477082
-2.429486	  -5.855988	 0.128044
0.175718	  -1.800700	 0.356464
7.614390	  3.520413	 0.152212
0.912804	  -0.086617	 0.863490
-2.480952	  -0.295578	 -0.004008
0.465545	  -4.045221	 -0.424678
5.432808	  0.297752	 -0.045681
8.376556	  1.957299	 0.006045
0.025814	  4.312831	 -0.288229
-4.195383	  -3.270071	 0.000921
5.136578	  0.080718	 -0.040021
3.812962	  12.320707	 0.212300
-4.267753	  -6.235180	 0.164422
2.484341	  6.400480	 0.342921
2.045399	  -11.688687	 0.079254
-2.368890	  5.439032	 0.087796
0.594518	  12.555268	 0.230851
4.608541	  -3.387031	 0.149561
-2.057761	  -0.335685	 0.150622
1.197795	  6.099540	 0.163348
3.160201	  10.530737	 -0.145981
6.010299	  -2.300482	 0.233421
-0.977875	  -7.559502	 0.166016
3.913059	  -1.207754	 -0.365253
0.420162	  5.019357	 -0.222551
-2.088312	  3.603956	 -0.418348
-7.522203	  4.763806	 -0.005119
4.964213	  1.173439	 -0.177059
-0.305025	  5.886201	 0.069226
-6.353712	  -5.397955	 0.102569
1.171065	  8.239881	 0.019657
-7.741128	  -10.134442	 0.227820
8.143385	  12.469626	 -0.048960
5.970242	  3.014604	 0.322375
-3.365039	  -4.296525	 -0.192234
-0.781172	  -1.527042	 0.395393
2.919356	  3.963058	 -0.216378
-1.723736	  11.540609	 -0.066511
8.441690	  10.583695	 0.193040
-5.871885	  -1.668688	 0.261419
-5.919275	  -9.652837	 -0.077519
2.341670	  -5.014895	 -0.024348
-7.572829	  -9.708397	 0.083732
13.499585	  3.467194	 0.233927
-6.149143	  -1.560730	 0.259078
13.515212	  4.326205	 0.048764
9.556388	  0.053919	 -0.022138
5.648069	  6.342321	 0.043419
-5.398710	  15.250410	 -0.180819
-7.260178	  3.321711	 0.201576
3.312033	  -6.067365	 0.390804
-5.463077	  4.928541	 0.354569
3.702818	  -3.097739	 -0.224488
-2.501155	  0.922101	 -0.088645
4.080634	  2.470127	 -0.217993
4.397813	  -0.875718	 -0.315991
9.628492	  -7.901156	 0.162643
3.388978	  1.236023	 -0.443525
-5.835203	  2.046095	 0.142505
-2.320281	  -0.747449	 -0.088365
-1.961480	  2.529280	 -0.447304
-3.373576	  -2.965906	 -0.289226
7.371207	  1.370319	 0.263121
4.537225	  -4.296345	 0.278931
4.491286	  6.789305	 0.256946
-7.952279	  7.716507	 -0.075807
-9.646587	  3.035458	 -0.221775
-3.418308	  -7.045767	 0.272722
-0.145162	  3.523701	 -0.370334
-1.081093	  -0.076648	 0.760013
-7.778852	  -10.851768	 0.215978
-2.170784	  9.679366	 -0.258183
-2.023508	  -0.058929	 0.223002
9.063832	  -1.089917	 -0.097993
-4.401914	  4.052521	 0.173788
7.412726	  3.911291	 0.075824
0.937691	  5.428736	 -0.075705
-0.522411	  3.501956	 -0.554955
-1.309550	  -1.633376	 0.049280
9.409110	  9.024994	 0.228469
1.102273	  -6.097942	 0.243495
-1.361013	  -6.925117	 0.270419
0.827172	  -4.614052	 -0.236451
-0.746391	  11.071584	 -0.097588
0.271711	  -2.650704	 -0.031358
-0.218351	  5.271373	 -0.173011
-2.249469	  -3.377211	 -0.372545
1.429313	  -4.213011	 -0.306108
1.872206	  0.505370	 0.197249
4.036253	  -8.508772	 -0.344085
-5.158618	  -2.113715	 0.084202
-4.064459	  -2.887953	 -0.210582
3.498190	  1.355885	 -0.446253
1.537458	  3.187726	 -0.467489
3.115515	  -8.289680	 -0.150492
-2.427197	  -2.181803	 -0.400915
-0.180066	  3.171549	 -0.428848
3.707958	  0.357754	 -0.333477
2.970028	  -1.894581	 -0.412883
9.518224	  1.537008	 -0.214439
2.391416	  -6.913125	 0.181485
-2.401857	  1.310921	 -0.105393
-4.535865	  3.399959	 0.034015
-1.552815	  -7.037668	 0.215110
-12.260107	  1.314115	 0.183324
-5.611903	  1.802535	 0.118120
5.953117	  -10.323451	 -0.016691
-5.578588	  4.971459	 0.293184
7.096863	  0.107660	 0.239639
-2.474908	  -0.763220	 -0.038407
0.729611	  -11.889628	 0.223446
2.517791	  3.297527	 -0.401643
0.204121	  -7.194708	 0.212324
-3.845288	  5.807374	 0.356653
-0.317218	  -6.173303	 0.241337
-3.011966	  -0.385005	 -0.304529
-0.520226	  -5.474178	 0.011724
-2.226295	  -0.853864	 -0.048674
9.885249	  -2.985683	 -0.097993
4.273547	  -4.121533	 0.090185
3.239978	  -4.286143	 -0.007961
2.207106	  0.355289	 0.051866
4.699654	  2.066560	 -0.150729
9.725112	  2.573389	 -0.217193
1.098550	  -3.283786	 -0.327209
-6.432302	  -2.860753	 0.150612
-4.024911	  9.409973	 -0.166407
0.086608	  0.059637	 0.909604
-4.099839	  3.067583	 -0.084417
-4.249828	  -3.892980	 -0.025386
-1.195336	  1.780169	 0.219266
-2.107132	  2.840894	 -0.291851
2.068617	  -6.420188	 0.363727
1.807430	  -6.515695	 0.352851
-8.240648	  5.625000	 -0.102868
-8.712918	  8.668309	 0.094595
-2.745510	  -3.259562	 -0.489316
1.421872	  0.125804	 0.615730
-4.023952	  -4.236011	 0.141272
-0.776888	  0.300239	 0.898141
-9.042231	  -2.091538	 -0.114755
-1.462815	  -5.889046	 0.233000
-7.195509	  -2.213701	 0.347844
-10.246768	  -3.664653	 -0.275729
-6.643004	  2.449532	 0.347785
0.290787	  -2.971607	 -0.279554
4.749823	  -9.849585	 -0.074455
-1.964617	  -0.501017	 0.263474
8.733195	  2.301347	 -0.157947
1.515820	  -8.899781	 -0.201538
-2.960482	  -0.639633	 -0.187107
-1.388723	  3.506749	 -0.310549
3.313062	  -10.821672	 -0.164798
-2.179415	  -1.408270	 -0.155215
4.305923	  -3.451106	 -0.026285
4.294931	  -2.911860	 0.018506
-4.917544	  1.669556	 -0.153265
7.335063	  -2.335101	 0.266348
5.387162	  10.034617	 -0.154245
-6.119115	  -2.305311	 0.343563
-0.476251	  -1.036280	 0.827666
2.979936	  1.419266	 -0.277582
6.895133	  -0.437775	 0.310719
-0.412749	  -4.473363	 -0.374680
3.129036	  3.275622	 -0.277857
0.888112	  -2.104433	 0.058463
-4.206730	  4.829975	 0.177946
-0.478291	  3.545276	 -0.378619
9.065826	  -0.820090	 -0.121585
0.070782	  1.983043	 0.199512
3.787310	  4.963767	 0.296422
-1.709525	  1.372147	 0.171770
-3.493312	  7.684932	 0.058635
2.101083	  -6.652627	 0.161360
-6.544609	  -17.717090	 0.146449
6.410953	  -1.606999	 0.201517
6.409481	  1.439300	 0.136545
7.608152	  7.168197	 -0.347270
7.168790	  -4.281365	 0.013265
-3.430159	  -9.831897	 -0.316763
10.968421	  -2.118419	 -0.139919
-0.292108	  6.762825	 0.278664
5.455802	  5.396057	 0.152983
0.545748	  0.899582	 0.849098
6.161439	  7.038189	 -0.033931
3.411184	  -2.049119	 -0.549758
-2.133972	  -0.441031	 0.080618
-2.437751	  2.503452	 -0.402964
0.721217	  0.600308	 0.675695
1.677895	  2.274516	 -0.259864
-9.426205	  -2.569939	 -0.300912
3.101038	  5.013021	 0.121051
-1.142267	  -5.384911	 0.040890
-4.516906	  -1.076612	 -0.424762
-4.332274	  -3.605214	 0.136064
-3.182222	  7.255511	 0.134701
-6.017477	  -0.220809	 0.163979
-6.796830	  3.030721	 0.259737
-6.686183	  7.860648	 -0.164515
-4.049314	  -2.992340	 -0.078847
0.128178	  0.913534	 0.787572
0.480595	  0.365348	 0.847341
-6.883518	  -1.145641	 0.328062
4.622700	  8.890822	 -0.170356
2.867826	  5.412759	 0.218437
0.145819	  -4.820669	 -0.235032
0.386907	  -0.332637	 0.792531
0.906540	  4.598695	 -0.235849
5.630445	  0.006826	 -0.064924
4.071197	  6.984578	 0.177153
-1.659893	  -8.258858	 -0.044050
1.301338	  2.825666	 -0.354675
2.150629	  -6.233256	 0.177709
2.085548	  -2.498715	 -0.366350
2.470562	  7.546104	 0.176795
-2.309277	  -9.493481	 -0.269712
-4.361002	  7.875843	 -0.077146
2.371942	  -4.970994	 -0.070218
-1.247098	  -7.382386	 0.324838
3.735090	  -4.536726	 0.147491
2.891624	  9.260829	 -0.120584
-5.329424	  2.655518	 0.003722
-10.206232	  -5.467741	 -0.066242
4.464371	  0.227019	 -0.317794
2.727640	  2.268545	 -0.297335
-7.488883	  2.683846	 0.113922
6.316187	  4.906251	 0.290115
-1.149888	  3.552339	 -0.446383
-0.420384	  0.005496	 1.096026
5.525135	  -1.287335	 -0.092549
2.658425	  0.685247	 -0.121785
-0.183678	  1.328489	 0.584994
1.347684	  -7.806862	 0.155341
-3.866600	  0.276715	 -0.386287
-5.602857	  6.362586	 -0.054428
